pin,slack
JTAG_1/tdo_pad_o_2_7_am_1_1:A,-2606
JTAG_1/tdo_pad_o_2_7_am_1_1:B,-2662
JTAG_1/tdo_pad_o_2_7_am_1_1:C,-2821
JTAG_1/tdo_pad_o_2_7_am_1_1:D,-2974
JTAG_1/tdo_pad_o_2_7_am_1_1:Y,-2974
ControlDecoder_1/old_data_received_from_hptdc:ADn,
ControlDecoder_1/old_data_received_from_hptdc:ALn,
ControlDecoder_1/old_data_received_from_hptdc:CLK,-1782
ControlDecoder_1/old_data_received_from_hptdc:D,206
ControlDecoder_1/old_data_received_from_hptdc:EN,
ControlDecoder_1/old_data_received_from_hptdc:LAT,
ControlDecoder_1/old_data_received_from_hptdc:Q,-1782
ControlDecoder_1/old_data_received_from_hptdc:SD,
ControlDecoder_1/old_data_received_from_hptdc:SLn,
hptdc_tck_3_obuf/U0/U_IOPAD:D,
hptdc_tck_3_obuf/U0/U_IOPAD:E,
hptdc_tck_3_obuf/U0/U_IOPAD:PAD,
DACController_0/temp_7_cry_6:A,-564
DACController_0/temp_7_cry_6:B,-715
DACController_0/temp_7_cry_6:C,
DACController_0/temp_7_cry_6:CC,-1498
DACController_0/temp_7_cry_6:D,
DACController_0/temp_7_cry_6:P,
DACController_0/temp_7_cry_6:S,-1498
DACController_0/temp_7_cry_6:UB,
JTAG_3/data_to[5]:ADn,
JTAG_3/data_to[5]:ALn,
JTAG_3/data_to[5]:CLK,-1500
JTAG_3/data_to[5]:D,161
JTAG_3/data_to[5]:EN,-1054
JTAG_3/data_to[5]:LAT,
JTAG_3/data_to[5]:Q,-1500
JTAG_3/data_to[5]:SD,
JTAG_3/data_to[5]:SLn,
ControlDecoder_0/counter_19_i_0[6]:A,
ControlDecoder_0/counter_19_i_0[6]:B,
ControlDecoder_0/counter_19_i_0[6]:C,-4135
ControlDecoder_0/counter_19_i_0[6]:D,
ControlDecoder_0/counter_19_i_0[6]:Y,-4135
ControlDecoder_0/run_number[7]:ADn,
ControlDecoder_0/run_number[7]:ALn,
ControlDecoder_0/run_number[7]:CLK,651
ControlDecoder_0/run_number[7]:D,1750
ControlDecoder_0/run_number[7]:EN,-2806
ControlDecoder_0/run_number[7]:LAT,
ControlDecoder_0/run_number[7]:Q,651
ControlDecoder_0/run_number[7]:SD,
ControlDecoder_0/run_number[7]:SLn,
ControlDecoder_3/get_data_from_hptdc_2_i_o2_i_a2_0_o2:A,
ControlDecoder_3/get_data_from_hptdc_2_i_o2_i_a2_0_o2:B,
ControlDecoder_3/get_data_from_hptdc_2_i_o2_i_a2_0_o2:C,
ControlDecoder_3/get_data_from_hptdc_2_i_o2_i_a2_0_o2:D,
ControlDecoder_3/get_data_from_hptdc_2_i_o2_i_a2_0_o2:Y,
DACController_1/temp[11]:ADn,
DACController_1/temp[11]:ALn,
DACController_1/temp[11]:CLK,600
DACController_1/temp[11]:D,-1573
DACController_1/temp[11]:EN,-4579
DACController_1/temp[11]:LAT,
DACController_1/temp[11]:Q,600
DACController_1/temp[11]:SD,
DACController_1/temp[11]:SLn,
ControlDecoder_3/lathed_data_from_hptdc[0]:ADn,
ControlDecoder_3/lathed_data_from_hptdc[0]:ALn,
ControlDecoder_3/lathed_data_from_hptdc[0]:CLK,592
ControlDecoder_3/lathed_data_from_hptdc[0]:D,-1835
ControlDecoder_3/lathed_data_from_hptdc[0]:EN,-4059
ControlDecoder_3/lathed_data_from_hptdc[0]:LAT,
ControlDecoder_3/lathed_data_from_hptdc[0]:Q,592
ControlDecoder_3/lathed_data_from_hptdc[0]:SD,
ControlDecoder_3/lathed_data_from_hptdc[0]:SLn,
ControlDecoder_0/counter_19_i_a2_5[0]:A,
ControlDecoder_0/counter_19_i_a2_5[0]:B,
ControlDecoder_0/counter_19_i_a2_5[0]:C,-3873
ControlDecoder_0/counter_19_i_a2_5[0]:Y,-3873
JTAG_2/data_to[2]:ADn,
JTAG_2/data_to[2]:ALn,
JTAG_2/data_to[2]:CLK,-1402
JTAG_2/data_to[2]:D,161
JTAG_2/data_to[2]:EN,-1061
JTAG_2/data_to[2]:LAT,
JTAG_2/data_to[2]:Q,-1402
JTAG_2/data_to[2]:SD,
JTAG_2/data_to[2]:SLn,
ControlDecoder_2/lathed_data_from_hptdc_0_sqmuxa_i_0:A,-4978
ControlDecoder_2/lathed_data_from_hptdc_0_sqmuxa_i_0:B,-2091
ControlDecoder_2/lathed_data_from_hptdc_0_sqmuxa_i_0:Y,-4978
ccu25_data_3_iobuf[5]/U0/U_IOPAD:D,
ccu25_data_3_iobuf[5]/U0/U_IOPAD:E,
ccu25_data_3_iobuf[5]/U0/U_IOPAD:PAD,
ccu25_data_3_iobuf[5]/U0/U_IOPAD:Y,
ControlDecoder_2/counter_19_i_o2_0[1]:A,
ControlDecoder_2/counter_19_i_o2_0[1]:B,-2703
ControlDecoder_2/counter_19_i_o2_0[1]:C,
ControlDecoder_2/counter_19_i_o2_0[1]:D,
ControlDecoder_2/counter_19_i_o2_0[1]:Y,-2703
ccu25_data_2_iobuf[0]/U0/U_IOPAD:D,
ccu25_data_2_iobuf[0]/U0/U_IOPAD:E,
ccu25_data_2_iobuf[0]/U0/U_IOPAD:PAD,
ccu25_data_2_iobuf[0]/U0/U_IOPAD:Y,
ControlDecoder_3/instruction45_RNIT65H:A,
ControlDecoder_3/instruction45_RNIT65H:B,-4192
ControlDecoder_3/instruction45_RNIT65H:C,
ControlDecoder_3/instruction45_RNIT65H:Y,-4192
ControlDecoder_0/counter_RNO[3]:A,-5039
ControlDecoder_0/counter_RNO[3]:B,-5320
ControlDecoder_0/counter_RNO[3]:C,-2719
ControlDecoder_0/counter_RNO[3]:D,-4090
ControlDecoder_0/counter_RNO[3]:Y,-5320
DACController_1/temp_14[3]:A,495
DACController_1/temp_14[3]:B,-968
DACController_1/temp_14[3]:C,600
DACController_1/temp_14[3]:Y,-968
DACController_1/sync_barv:ADn,
DACController_1/sync_barv:ALn,
DACController_1/sync_barv:CLK,
DACController_1/sync_barv:D,-1781
DACController_1/sync_barv:EN,-4470
DACController_1/sync_barv:LAT,
DACController_1/sync_barv:Q,
DACController_1/sync_barv:SD,
DACController_1/sync_barv:SLn,
ControlDecoder_2/counter_19_1_i_m2_am[6]:A,
ControlDecoder_2/counter_19_1_i_m2_am[6]:B,
ControlDecoder_2/counter_19_1_i_m2_am[6]:C,
ControlDecoder_2/counter_19_1_i_m2_am[6]:Y,
DACController_1/cache1[7]:ADn,
DACController_1/cache1[7]:ALn,
DACController_1/cache1[7]:CLK,-3599
DACController_1/cache1[7]:D,1734
DACController_1/cache1[7]:EN,-5705
DACController_1/cache1[7]:LAT,
DACController_1/cache1[7]:Q,-3599
DACController_1/cache1[7]:SD,
DACController_1/cache1[7]:SLn,
DACController_1/temp[10]:ADn,
DACController_1/temp[10]:ALn,
DACController_1/temp[10]:CLK,600
DACController_1/temp[10]:D,-1687
DACController_1/temp[10]:EN,-4579
DACController_1/temp[10]:LAT,
DACController_1/temp[10]:Q,600
DACController_1/temp[10]:SD,
DACController_1/temp[10]:SLn,
JTAG_1/data_received_from_hptdc:ADn,
JTAG_1/data_received_from_hptdc:ALn,
JTAG_1/data_received_from_hptdc:CLK,-3216
JTAG_1/data_received_from_hptdc:D,-783
JTAG_1/data_received_from_hptdc:EN,
JTAG_1/data_received_from_hptdc:LAT,
JTAG_1/data_received_from_hptdc:Q,-3216
JTAG_1/data_received_from_hptdc:SD,
JTAG_1/data_received_from_hptdc:SLn,
JTAG_3/next_TAP_state[1]:ADn,
JTAG_3/next_TAP_state[1]:ALn,
JTAG_3/next_TAP_state[1]:CLK,-750
JTAG_3/next_TAP_state[1]:D,-759
JTAG_3/next_TAP_state[1]:EN,
JTAG_3/next_TAP_state[1]:LAT,
JTAG_3/next_TAP_state[1]:Q,-750
JTAG_3/next_TAP_state[1]:SD,
JTAG_3/next_TAP_state[1]:SLn,
JTAG_0/loop_counter_0_0_a2[0]:A,-1698
JTAG_0/loop_counter_0_0_a2[0]:B,-2722
JTAG_0/loop_counter_0_0_a2[0]:C,-1819
JTAG_0/loop_counter_0_0_a2[0]:D,-1937
JTAG_0/loop_counter_0_0_a2[0]:Y,-2722
DACController_0/temp_14[4]:A,495
DACController_0/temp_14[4]:B,-1037
DACController_0/temp_14[4]:C,600
DACController_0/temp_14[4]:Y,-1037
ControlDecoder_0/lathed_data_from_hptdc_RNO[1]:A,-1828
ControlDecoder_0/lathed_data_from_hptdc_RNO[1]:B,-885
ControlDecoder_0/lathed_data_from_hptdc_RNO[1]:Y,-1828
ControlDecoder_1/data_to_hptdc[3]:ADn,
ControlDecoder_1/data_to_hptdc[3]:ALn,
ControlDecoder_1/data_to_hptdc[3]:CLK,161
ControlDecoder_1/data_to_hptdc[3]:D,
ControlDecoder_1/data_to_hptdc[3]:EN,-4076
ControlDecoder_1/data_to_hptdc[3]:LAT,
ControlDecoder_1/data_to_hptdc[3]:Q,161
ControlDecoder_1/data_to_hptdc[3]:SD,
ControlDecoder_1/data_to_hptdc[3]:SLn,-849
ControlDecoder_1/counter_19_ns_1[6]:A,
ControlDecoder_1/counter_19_ns_1[6]:B,-3804
ControlDecoder_1/counter_19_ns_1[6]:C,-4261
ControlDecoder_1/counter_19_ns_1[6]:D,-5414
ControlDecoder_1/counter_19_ns_1[6]:Y,-5414
ControlDecoder_2/counter_RNO[4]:A,-3011
ControlDecoder_2/counter_RNO[4]:B,-1691
ControlDecoder_2/counter_RNO[4]:C,-6370
ControlDecoder_2/counter_RNO[4]:D,-3928
ControlDecoder_2/counter_RNO[4]:Y,-6370
JTAG_1/next_TAP_state_i[0]:ADn,
JTAG_1/next_TAP_state_i[0]:ALn,
JTAG_1/next_TAP_state_i[0]:CLK,535
JTAG_1/next_TAP_state_i[0]:D,-623
JTAG_1/next_TAP_state_i[0]:EN,
JTAG_1/next_TAP_state_i[0]:LAT,
JTAG_1/next_TAP_state_i[0]:Q,535
JTAG_1/next_TAP_state_i[0]:SD,
JTAG_1/next_TAP_state_i[0]:SLn,
DACController_1/temp_14[8]:A,495
DACController_1/temp_14[8]:B,-1508
DACController_1/temp_14[8]:C,600
DACController_1/temp_14[8]:Y,-1508
ControlDecoder_1/ccu25_data_temp_ldmx[3]:A,741
ControlDecoder_1/ccu25_data_temp_ldmx[3]:B,-605
ControlDecoder_1/ccu25_data_temp_ldmx[3]:C,
ControlDecoder_1/ccu25_data_temp_ldmx[3]:D,505
ControlDecoder_1/ccu25_data_temp_ldmx[3]:Y,-605
ccu25_data_0_iobuf[3]/U0/U_IOINFF:A,
ccu25_data_0_iobuf[3]/U0/U_IOINFF:Y,
ControlDecoder_0/threshold_voltage[2]:ADn,
ControlDecoder_0/threshold_voltage[2]:ALn,
ControlDecoder_0/threshold_voltage[2]:CLK,-3895
ControlDecoder_0/threshold_voltage[2]:D,1742
ControlDecoder_0/threshold_voltage[2]:EN,-2949
ControlDecoder_0/threshold_voltage[2]:LAT,
ControlDecoder_0/threshold_voltage[2]:Q,-3895
ControlDecoder_0/threshold_voltage[2]:SD,
ControlDecoder_0/threshold_voltage[2]:SLn,
JTAG_3/data_to[7]:ADn,
JTAG_3/data_to[7]:ALn,
JTAG_3/data_to[7]:CLK,-1598
JTAG_3/data_to[7]:D,161
JTAG_3/data_to[7]:EN,-1054
JTAG_3/data_to[7]:LAT,
JTAG_3/data_to[7]:Q,-1598
JTAG_3/data_to[7]:SD,
JTAG_3/data_to[7]:SLn,
hptdc_token_bypass_in_0_obuft/U0/U_IOOUTFF:A,
hptdc_token_bypass_in_0_obuft/U0/U_IOOUTFF:Y,
DACController_1/un2_sclock_counter_1lto11_1:A,-4416
DACController_1/un2_sclock_counter_1lto11_1:B,-4472
DACController_1/un2_sclock_counter_1lto11_1:C,-4560
DACController_1/un2_sclock_counter_1lto11_1:Y,-4560
DACController_1/cache1[12]:ADn,
DACController_1/cache1[12]:ALn,
DACController_1/cache1[12]:CLK,-3657
DACController_1/cache1[12]:D,1742
DACController_1/cache1[12]:EN,-5705
DACController_1/cache1[12]:LAT,
DACController_1/cache1[12]:Q,-3657
DACController_1/cache1[12]:SD,
DACController_1/cache1[12]:SLn,
ControlDecoder_1/counter_19_ns_1_N_4L6:A,
ControlDecoder_1/counter_19_ns_1_N_4L6:B,
ControlDecoder_1/counter_19_ns_1_N_4L6:C,-3996
ControlDecoder_1/counter_19_ns_1_N_4L6:D,-4309
ControlDecoder_1/counter_19_ns_1_N_4L6:Y,-4309
ControlDecoder_0/counter_19_i_1_1_RNO[2]:A,-2836
ControlDecoder_0/counter_19_i_1_1_RNO[2]:B,-2900
ControlDecoder_0/counter_19_i_1_1_RNO[2]:C,
ControlDecoder_0/counter_19_i_1_1_RNO[2]:D,-3082
ControlDecoder_0/counter_19_i_1_1_RNO[2]:Y,-3082
ControlDecoder_3/run_number_buffer[1]:ADn,
ControlDecoder_3/run_number_buffer[1]:ALn,
ControlDecoder_3/run_number_buffer[1]:CLK,1750
ControlDecoder_3/run_number_buffer[1]:D,
ControlDecoder_3/run_number_buffer[1]:EN,-4148
ControlDecoder_3/run_number_buffer[1]:LAT,
ControlDecoder_3/run_number_buffer[1]:Q,1750
ControlDecoder_3/run_number_buffer[1]:SD,
ControlDecoder_3/run_number_buffer[1]:SLn,-674
ccu25_strobe_in_1_obuf/U0/U_IOENFF:A,
ccu25_strobe_in_1_obuf/U0/U_IOENFF:Y,
JTAG_1/next_TAP_state[1]:ADn,
JTAG_1/next_TAP_state[1]:ALn,
JTAG_1/next_TAP_state[1]:CLK,-1765
JTAG_1/next_TAP_state[1]:D,-852
JTAG_1/next_TAP_state[1]:EN,
JTAG_1/next_TAP_state[1]:LAT,
JTAG_1/next_TAP_state[1]:Q,-1765
JTAG_1/next_TAP_state[1]:SD,
JTAG_1/next_TAP_state[1]:SLn,
DACController_1/un3_sclockv_0_I_1:A,-3726
DACController_1/un3_sclockv_0_I_1:B,-3836
DACController_1/un3_sclockv_0_I_1:C,-3885
DACController_1/un3_sclockv_0_I_1:CC,
DACController_1/un3_sclockv_0_I_1:D,-4248
DACController_1/un3_sclockv_0_I_1:P,-4054
DACController_1/un3_sclockv_0_I_1:UB,-4248
hptdc_tdo_2_obuf/U0/U_IOPAD:D,
hptdc_tdo_2_obuf/U0/U_IOPAD:E,
hptdc_tdo_2_obuf/U0/U_IOPAD:PAD,
DACController_1/temp[8]:ADn,
DACController_1/temp[8]:ALn,
DACController_1/temp[8]:CLK,600
DACController_1/temp[8]:D,-1508
DACController_1/temp[8]:EN,-4579
DACController_1/temp[8]:LAT,
DACController_1/temp[8]:Q,600
DACController_1/temp[8]:SD,
DACController_1/temp[8]:SLn,
ControlDecoder_3/run_number_1_sqmuxa_0_a3_0_o2:A,-3977
ControlDecoder_3/run_number_1_sqmuxa_0_a3_0_o2:B,-3927
ControlDecoder_3/run_number_1_sqmuxa_0_a3_0_o2:Y,-3977
JTAG_0/loop_counter[1]:ADn,
JTAG_0/loop_counter[1]:ALn,
JTAG_0/loop_counter[1]:CLK,-2935
JTAG_0/loop_counter[1]:D,-1572
JTAG_0/loop_counter[1]:EN,
JTAG_0/loop_counter[1]:LAT,
JTAG_0/loop_counter[1]:Q,-2935
JTAG_0/loop_counter[1]:SD,
JTAG_0/loop_counter[1]:SLn,
DACController_1/sclock_counter_s_1596:A,
DACController_1/sclock_counter_s_1596:B,-476
DACController_1/sclock_counter_s_1596:C,
DACController_1/sclock_counter_s_1596:CC,
DACController_1/sclock_counter_s_1596:D,
DACController_1/sclock_counter_s_1596:P,-476
DACController_1/sclock_counter_s_1596:UB,
DACController_0/temp_14[9]:A,495
DACController_0/temp_14[9]:B,-1616
DACController_0/temp_14[9]:C,600
DACController_0/temp_14[9]:Y,-1616
ControlDecoder_0/counter[0]:ADn,
ControlDecoder_0/counter[0]:ALn,
ControlDecoder_0/counter[0]:CLK,-5744
ControlDecoder_0/counter[0]:D,-5113
ControlDecoder_0/counter[0]:EN,
ControlDecoder_0/counter[0]:LAT,
ControlDecoder_0/counter[0]:Q,-5744
ControlDecoder_0/counter[0]:SD,
ControlDecoder_0/counter[0]:SLn,
ControlDecoder_2/ccu25_data_temp_10_i_m2_i_m4[0]:A,
ControlDecoder_2/ccu25_data_temp_10_i_m2_i_m4[0]:B,651
ControlDecoder_2/ccu25_data_temp_10_i_m2_i_m4[0]:C,592
ControlDecoder_2/ccu25_data_temp_10_i_m2_i_m4[0]:Y,592
DACController_1/sclock_counter[26]:ADn,
DACController_1/sclock_counter[26]:ALn,
DACController_1/sclock_counter[26]:CLK,-4488
DACController_1/sclock_counter[26]:D,-350
DACController_1/sclock_counter[26]:EN,
DACController_1/sclock_counter[26]:LAT,
DACController_1/sclock_counter[26]:Q,-4488
DACController_1/sclock_counter[26]:SD,
DACController_1/sclock_counter[26]:SLn,-1974
ControlDecoder_2/send_data_to_hptdc_5_f0_0_0_0_o4_1:A,-1570
ControlDecoder_2/send_data_to_hptdc_5_f0_0_0_0_o4_1:B,-2883
ControlDecoder_2/send_data_to_hptdc_5_f0_0_0_0_o4_1:C,-5105
ControlDecoder_2/send_data_to_hptdc_5_f0_0_0_0_o4_1:Y,-5105
hptdc_trigger_0_obuft/U0/U_IOOUTFF:A,
hptdc_trigger_0_obuft/U0/U_IOOUTFF:Y,
hptdc_token_out_3_ibuf/U0/U_IOINFF:A,
hptdc_token_out_3_ibuf/U0/U_IOINFF:Y,
DACController_1/temp_7_cry_3:A,
DACController_1/temp_7_cry_3:B,-1330
DACController_1/temp_7_cry_3:C,-1472
DACController_1/temp_7_cry_3:CC,-1037
DACController_1/temp_7_cry_3:D,
DACController_1/temp_7_cry_3:P,-1472
DACController_1/temp_7_cry_3:S,-1037
DACController_1/temp_7_cry_3:UB,
ControlDecoder_2/counter_19_i_o2_1[3]:A,
ControlDecoder_2/counter_19_i_o2_1[3]:B,
ControlDecoder_2/counter_19_i_o2_1[3]:C,-3265
ControlDecoder_2/counter_19_i_o2_1[3]:D,-3237
ControlDecoder_2/counter_19_i_o2_1[3]:Y,-3265
ControlDecoder_2/ccu25_data_temp[4]:ADn,
ControlDecoder_2/ccu25_data_temp[4]:ALn,
ControlDecoder_2/ccu25_data_temp[4]:CLK,
ControlDecoder_2/ccu25_data_temp[4]:D,749
ControlDecoder_2/ccu25_data_temp[4]:EN,-5342
ControlDecoder_2/ccu25_data_temp[4]:LAT,
ControlDecoder_2/ccu25_data_temp[4]:Q,
ControlDecoder_2/ccu25_data_temp[4]:SD,
ControlDecoder_2/ccu25_data_temp[4]:SLn,
JTAG_0/data_from_hptdc_1ce[1]:A,-494
JTAG_0/data_from_hptdc_1ce[1]:B,-2775
JTAG_0/data_from_hptdc_1ce[1]:C,-609
JTAG_0/data_from_hptdc_1ce[1]:D,-735
JTAG_0/data_from_hptdc_1ce[1]:Y,-2775
ControlDecoder_1/counter_8_sqmuxa:A,
ControlDecoder_1/counter_8_sqmuxa:B,
ControlDecoder_1/counter_8_sqmuxa:C,-2830
ControlDecoder_1/counter_8_sqmuxa:D,
ControlDecoder_1/counter_8_sqmuxa:Y,-2830
JTAG_2/TAP_state[2]:ADn,
JTAG_2/TAP_state[2]:ALn,
JTAG_2/TAP_state[2]:CLK,-2856
JTAG_2/TAP_state[2]:D,-537
JTAG_2/TAP_state[2]:EN,
JTAG_2/TAP_state[2]:LAT,
JTAG_2/TAP_state[2]:Q,-2856
JTAG_2/TAP_state[2]:SD,
JTAG_2/TAP_state[2]:SLn,
hptdc_trigger_2_obuft/U0/U_IOPAD:D,
hptdc_trigger_2_obuft/U0/U_IOPAD:E,
hptdc_trigger_2_obuft/U0/U_IOPAD:PAD,
DACController_0/sclock_counter[31]:ADn,
DACController_0/sclock_counter[31]:ALn,
DACController_0/sclock_counter[31]:CLK,-476
DACController_0/sclock_counter[31]:D,687
DACController_0/sclock_counter[31]:EN,
DACController_0/sclock_counter[31]:LAT,
DACController_0/sclock_counter[31]:Q,-476
DACController_0/sclock_counter[31]:SD,
DACController_0/sclock_counter[31]:SLn,-1974
JTAG_3/next_TAP_state_srsts_0_0_0[8]:A,-2040
JTAG_3/next_TAP_state_srsts_0_0_0[8]:B,
JTAG_3/next_TAP_state_srsts_0_0_0[8]:C,553
JTAG_3/next_TAP_state_srsts_0_0_0[8]:Y,-2040
hptdc_tms_0_obuf/U0/U_IOPAD:D,
hptdc_tms_0_obuf/U0/U_IOPAD:E,
hptdc_tms_0_obuf/U0/U_IOPAD:PAD,
ControlDecoder_2/run_number[0]:ADn,
ControlDecoder_2/run_number[0]:ALn,
ControlDecoder_2/run_number[0]:CLK,651
ControlDecoder_2/run_number[0]:D,1742
ControlDecoder_2/run_number[0]:EN,-3975
ControlDecoder_2/run_number[0]:LAT,
ControlDecoder_2/run_number[0]:Q,651
ControlDecoder_2/run_number[0]:SD,
ControlDecoder_2/run_number[0]:SLn,
ControlDecoder_2/ccu25_data_temp[2]:ADn,
ControlDecoder_2/ccu25_data_temp[2]:ALn,
ControlDecoder_2/ccu25_data_temp[2]:CLK,
ControlDecoder_2/ccu25_data_temp[2]:D,749
ControlDecoder_2/ccu25_data_temp[2]:EN,-5342
ControlDecoder_2/ccu25_data_temp[2]:LAT,
ControlDecoder_2/ccu25_data_temp[2]:Q,
ControlDecoder_2/ccu25_data_temp[2]:SD,
ControlDecoder_2/ccu25_data_temp[2]:SLn,
DACController_1/sclock_counter_cry[17]:A,
DACController_1/sclock_counter_cry[17]:B,477
DACController_1/sclock_counter_cry[17]:C,
DACController_1/sclock_counter_cry[17]:CC,-527
DACController_1/sclock_counter_cry[17]:D,
DACController_1/sclock_counter_cry[17]:P,
DACController_1/sclock_counter_cry[17]:S,-527
DACController_1/sclock_counter_cry[17]:UB,
ControlDecoder_0/counter_19_i_a2_1_0[3]:A,-2595
ControlDecoder_0/counter_19_i_a2_1_0[3]:B,-2868
ControlDecoder_0/counter_19_i_a2_1_0[3]:C,-2727
ControlDecoder_0/counter_19_i_a2_1_0[3]:Y,-2868
JTAG_2/next_TAP_state[2]:ADn,
JTAG_2/next_TAP_state[2]:ALn,
JTAG_2/next_TAP_state[2]:CLK,-328
JTAG_2/next_TAP_state[2]:D,584
JTAG_2/next_TAP_state[2]:EN,
JTAG_2/next_TAP_state[2]:LAT,
JTAG_2/next_TAP_state[2]:Q,-328
JTAG_2/next_TAP_state[2]:SD,
JTAG_2/next_TAP_state[2]:SLn,
hptdc_serial_in_2_obuft/U0/U_IOENFF:A,
hptdc_serial_in_2_obuft/U0/U_IOENFF:Y,
JTAG_0/tdo_pad_o_2_7_i_m2_am:A,-1351
JTAG_0/tdo_pad_o_2_7_i_m2_am:B,-1449
JTAG_0/tdo_pad_o_2_7_i_m2_am:C,-2921
JTAG_0/tdo_pad_o_2_7_i_m2_am:D,-1756
JTAG_0/tdo_pad_o_2_7_i_m2_am:Y,-2921
ControlDecoder_3/ccu25_data_temp[2]:ADn,
ControlDecoder_3/ccu25_data_temp[2]:ALn,
ControlDecoder_3/ccu25_data_temp[2]:CLK,
ControlDecoder_3/ccu25_data_temp[2]:D,749
ControlDecoder_3/ccu25_data_temp[2]:EN,-4151
ControlDecoder_3/ccu25_data_temp[2]:LAT,
ControlDecoder_3/ccu25_data_temp[2]:Q,
ControlDecoder_3/ccu25_data_temp[2]:SD,
ControlDecoder_3/ccu25_data_temp[2]:SLn,
ControlDecoder_3/counter_19_1_0_o2_1_0[5]:A,-6663
ControlDecoder_3/counter_19_1_0_o2_1_0[5]:B,-6754
ControlDecoder_3/counter_19_1_0_o2_1_0[5]:Y,-6754
ControlDecoder_1/data_to_hptdc[0]:ADn,
ControlDecoder_1/data_to_hptdc[0]:ALn,
ControlDecoder_1/data_to_hptdc[0]:CLK,153
ControlDecoder_1/data_to_hptdc[0]:D,
ControlDecoder_1/data_to_hptdc[0]:EN,-4076
ControlDecoder_1/data_to_hptdc[0]:LAT,
ControlDecoder_1/data_to_hptdc[0]:Q,153
ControlDecoder_1/data_to_hptdc[0]:SD,
ControlDecoder_1/data_to_hptdc[0]:SLn,-849
DACController_0/un2_sclock_counterlto15:A,-3218
DACController_0/un2_sclock_counterlto15:B,-5705
DACController_0/un2_sclock_counterlto15:C,-3367
DACController_0/un2_sclock_counterlto15:D,-3447
DACController_0/un2_sclock_counterlto15:Y,-5705
ControlDecoder_0/counter_19_i_3[3]:A,-3810
ControlDecoder_0/counter_19_i_3[3]:B,-5039
ControlDecoder_0/counter_19_i_3[3]:C,-2868
ControlDecoder_0/counter_19_i_3[3]:D,-4079
ControlDecoder_0/counter_19_i_3[3]:Y,-5039
ControlDecoder_3/counter_19_1_0_a2_1_2_0[5]:A,
ControlDecoder_3/counter_19_1_0_a2_1_2_0[5]:B,-2961
ControlDecoder_3/counter_19_1_0_a2_1_2_0[5]:C,-3032
ControlDecoder_3/counter_19_1_0_a2_1_2_0[5]:Y,-3032
ControlDecoder_2/counter_19_i_0[1]:A,-2818
ControlDecoder_2/counter_19_i_0[1]:B,-4035
ControlDecoder_2/counter_19_i_0[1]:C,
ControlDecoder_2/counter_19_i_0[1]:D,
ControlDecoder_2/counter_19_i_0[1]:Y,-4035
ControlDecoder_2/ccu25_strobe_in_5_iv_0_0_0_o2_RNINNJ02:A,
ControlDecoder_2/ccu25_strobe_in_5_iv_0_0_0_o2_RNINNJ02:B,
ControlDecoder_2/ccu25_strobe_in_5_iv_0_0_0_o2_RNINNJ02:C,-1831
ControlDecoder_2/ccu25_strobe_in_5_iv_0_0_0_o2_RNINNJ02:D,
ControlDecoder_2/ccu25_strobe_in_5_iv_0_0_0_o2_RNINNJ02:Y,-1831
poh_clk_1_obuft/U0/U_IOPAD:D,
poh_clk_1_obuft/U0/U_IOPAD:E,
poh_clk_1_obuft/U0/U_IOPAD:PAD,
DACController_0/sclock_counter[17]:ADn,
DACController_0/sclock_counter[17]:ALn,
DACController_0/sclock_counter[17]:CLK,-3447
DACController_0/sclock_counter[17]:D,-527
DACController_0/sclock_counter[17]:EN,
DACController_0/sclock_counter[17]:LAT,
DACController_0/sclock_counter[17]:Q,-3447
DACController_0/sclock_counter[17]:SD,
DACController_0/sclock_counter[17]:SLn,-1974
ControlDecoder_3/lathed_data_from_hptdc[1]:ADn,
ControlDecoder_3/lathed_data_from_hptdc[1]:ALn,
ControlDecoder_3/lathed_data_from_hptdc[1]:CLK,600
ControlDecoder_3/lathed_data_from_hptdc[1]:D,-1835
ControlDecoder_3/lathed_data_from_hptdc[1]:EN,-4059
ControlDecoder_3/lathed_data_from_hptdc[1]:LAT,
ControlDecoder_3/lathed_data_from_hptdc[1]:Q,600
ControlDecoder_3/lathed_data_from_hptdc[1]:SD,
ControlDecoder_3/lathed_data_from_hptdc[1]:SLn,
ControlDecoder_2/instruction[3]:ADn,
ControlDecoder_2/instruction[3]:ALn,
ControlDecoder_2/instruction[3]:CLK,-5114
ControlDecoder_2/instruction[3]:D,
ControlDecoder_2/instruction[3]:EN,-3008
ControlDecoder_2/instruction[3]:LAT,
ControlDecoder_2/instruction[3]:Q,-5114
ControlDecoder_2/instruction[3]:SD,
ControlDecoder_2/instruction[3]:SLn,
ControlDecoder_2/run_number[5]:ADn,
ControlDecoder_2/run_number[5]:ALn,
ControlDecoder_2/run_number[5]:CLK,749
ControlDecoder_2/run_number[5]:D,1750
ControlDecoder_2/run_number[5]:EN,-3975
ControlDecoder_2/run_number[5]:LAT,
ControlDecoder_2/run_number[5]:Q,749
ControlDecoder_2/run_number[5]:SD,
ControlDecoder_2/run_number[5]:SLn,
ControlDecoder_0/instruction[1]:ADn,
ControlDecoder_0/instruction[1]:ALn,
ControlDecoder_0/instruction[1]:CLK,-6867
ControlDecoder_0/instruction[1]:D,-2382
ControlDecoder_0/instruction[1]:EN,-2895
ControlDecoder_0/instruction[1]:LAT,
